M076*|OTRAS ARTROPATIAS ENTEROPATICAS
M080|ARTRITIS REUMATOIDE JUVENIL
M081|ESPONDILITIS ANQUILOSANTE JUVENIL
M082|ARTRITIS JUVENIL DE COMIENZO GENERALIZADO
M083|POLIARTRITIS JUVENIL (SERONEGATIVA)
M084|ARTRITIS JUVENIL PAUCIARTICULAR
M088|OTRAS ARTRITIS JUVENILES
M089|ARTRITIS JUVENIL, NO ESPECIFICADA
M090*|ARTRITIS JUVENIL EN LA PSORIASIS (L40.5†)
M091*|ARTRITIS JUVENIL EN LA ENFERMEDAD DE CROHN [ENTERITIS REGIONAL] (K50.-†)
M092*|ARTRITIS JUVENIL EN LA COLITIS ULCERATIVA (K51.-†)
M098*|ARTRITIS JUVENIL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M143*|DERMATOARTRITIS LIPOIDE (E78.8†)
M530|SINDROME CERVICOCRANEAL
M531|SINDROME CERVICOBRAQUIAL
M532|INESTABILIDAD DE LA COLUMNA VERTEBRAL
M542|CERVICALGIA
M843|FRACTURA POR TENSION, NO CLASIFICADA EN OTRA PARTE
M844|FRACTURA PATOLOGICA, NO CLASIFICADA EN OTRA PARTE
M848|OTROS TRASTORNOS DE LA CONTINUIDAD DEL HUESO
M849|TRASTORNO DE LA CONTINUIDAD DEL HUESO, NO ESPECIFICADO
M850|DISPLASIA FIBROSA (MONOSTOTICA)
M851|FLUOROSIS DEL ESQUELETO
M852|HIPEROSTOSIS DEL CRANEO
M853|OSTEITIS CONDENSANTE
M854|QUISTE OSEO SOLITARIO
M855|QUISTE OSEO ANEURISMATICO
M856|OTROS QUISTES OSEOS
M858|OTROS TRASTORNOS ESPECIFICADOS DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS
M859|TRASTORNO DE LA DENSIDAD Y DE LA ESTRUCTURA OSEAS, NO ESPECIFICADO
M860|OSTEOMIELITIS HEMATOGENA AGUDA
M861|OTRAS OSTEOMIELITIS AGUDAS
M862|OSTEOMIELITIS SUBAGUDA
M863|OSTEOMIELITIS MULTIFOCAL CRONICA
M864|OSTEOMIELITIS CRONICA CON DRENAJE DEL SENO
M865|OTRAS OSTEOMIELITIS HEMATOGENAS CRONICAS
M866|OTRAS OSTEOMIELITIS CRONICAS
M868|OTRAS OSTEOMIELITIS
M869|OSTEOMIELITIS, NO ESPECIFICADA
M870|NECROSIS ASEPTICA IDIOPATICA OSEA
M871|OSTEONECROSIS DEBIDA A DROGAS
M872|OSTEONECROSIS DEBIDA A TRAUMATISMO PREVIO
M873|OTRAS OSTEONECROSIS SECUNDARIAS
M878|OTRAS OSTEONECROSIS
M879|OSTEONECROSIS, NO ESPECIFICADA
M880|ENFERMEDAD DE PAGET DEL CRANEO
M888|ENFERMEDAD DE PAGET DE OTROS HUESOS
M889|ENFERMEDAD OSEA DE PAGET, HUESOS NO ESPECIFICADOS
M890|ALGONEURODISTROFIA
M891|DETENCION DEL CRECIMIENTO EPIFISARIO
M892|OTROS TRASTORNOS DEL DESARROLLO Y CRECIMIENTO OSEO
M893|HIPERTROFIA DEL HUESO
M894|OTRAS OSTEOARTROPATIAS HIPERTROFICAS
M895|OSTEOLISIS
M896|OSTEOPATIA A CONSECUENCIA DE POLIOMIELITIS
M898|OTROS TRASTORNOS ESPECIFICADOS DEL HUESO
M899|TRASTORNO DEL HUESO, NO ESPECIFICADO
M900*|TUBERCULOSIS OSEAS (A18.0†)
M901*|PERIOSTITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE
M902*|OSTEOPATIA EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE
M903*|OSTEONECROSIS EN LA ENFERMEDAD CAUSADA POR DESCOMPRESION (T70.3†)
M904*|OSTEONECROSIS DEBIDA A HEMOGLOBINOPATIA (D50-D64†)
M905*|OSTEONECROSIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M906*|OSTEITIS DEFORMANTE EN ENFERMEDAD NEOPLASICA (C00-D48†)
M907*|FRACTURA OSEA EN ENFERMEDAD NEOPLASICA (C00-D48†)
M908*|OSTEOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
M910|OSTEOCONDROSIS JUVENIL DE LA PELVIS
M911|OSTEOCONDROSIS JUVENIL DE LA CABEZA DEL FEMUR [LEGG-CALVE-PERTHES]
M912|COXA PLANA
M913|PSEUDOCOXALGIA
M918|OTRAS OSTEOCONDROSIS JUVENILES DE LA CADERA Y DE LA PELVIS
M919|OSTEOCONDROSIS JUVENIL DE LA CADERA Y DE LA PELVIS, SIN OTRA ESPECIFICACION
M920|OSTEOCONDROSIS JUVENIL DEL HUMERO
M921|OSTEOCONDROSIS JUVENIL DEL CUBITO Y DEL RADIO
M922|OSTEOCONDROSIS JUVENIL DE LA MANO
M923|OTRAS OSTEOCONDROSIS JUVENILES DEL MIEMBRO SUPERIOR
M924|OSTEOCONDROSIS JUVENIL DE LA ROTULA
M925|OSTEOCONDROSIS JUVENIL DE LA TIBIA Y DEL PERONE
M926|OSTEOCONDROSIS JUVENIL DEL TARSO
M927|OSTEOCONDROSIS JUVENIL DEL METATARSO
M928|OTRAS OSTEOCONDROSIS JUVENILES ESPECIFICADAS
M929|OSTEOCONDROSIS JUVENIL, NO ESPECIFICADA
M930|DESLIZAMIENTO DE LA EPIFISIS FEMORAL SUPERIOR (NO TRAUMATICO)
M931|ENFERMEDAD DE KIENBÖCK DEL ADULTO
M932|OSTEOCONDROSIS DISECANTE
M938|OTRAS OSTEOCONDROPATIAS ESPECIFICADAS
M939|OSTEOCONDROPATIA, NO ESPECIFICADA
M940|SINDROME DE LA ARTICULACION CONDROCOSTAL [TIETZE]
M941|POLICONDRITIS RECIDIVANTE
M942|CONDROMALACIA
M943|CONDROLISIS
M948|OTROS TRASTORNOS ESPECIFICADOS DEL CARTILAGO
M949|TRASTORNO DEL CARTILAGO, NO ESPECIFICADO
M950|DEFORMIDAD ADQUIRIDA DE LA NARIZ
M951|OREJA EN COLIFLOR
M952|OTRAS DEFORMIDADES ADQUIRIDAS DE LA CABEZA
M953|DEFORMIDAD ADQUIRIDA DEL CUELLO
M954|DEFORMIDAD ADQUIRIDA DE COSTILLAS Y TORAX
M955|DEFORMIDAD ADQUIRIDA DE LA PELVIS
M958|OTRAS DEFORMIDADES ADQUIRIDA ESPECIFICADAS DEL SISTEMA OSTEOMUSCULAR
M959|DEFORMIDAD ADQUIRIDA DEL SISTEMA OSTEOMUSCULAR, NO ESPECIFICADA
M960|SEUDOARTROSIS CONSECUTIVA A FUSION O ARTRODESIS
M961|SINDROME POSTLAMINECTOMIA, NO CLASIFICADO EN OTRA PARTE
M962|CIFOSIS POSTRADIACION
M963|CIFOSIS POSTLAMINECTOMIA
M964|LORDOSIS POSTQUIRURGICA
M965|ESCOLIOSIS POSTRRADIACION
M966|FRACTURA DE HUESO POSTERIOR A INSERCION O IMPLANTE ORTOPEDICO, PROTESIS ARTICULAR O PLACA OSEA
M968|OTROS TRASTORNOS OSTEOMUSCULARES CONSECUTIVOS A PROCEDIMIENTOS
M969|TRASTORNOS OSTEOMUSCULARES NO ESPECIFICADOS CONSECUTIVOS A PROCEDIMIENTOS
M990|DISFUNCION SEGMENTAL O SOMATICA
M991|COMPLEJO DE SUBLUXACION (VERTEBRAL)
M992|SUBLUXACION CON ESTENOSIS DEL CANAL NEURAL
M993|ESTENOSIS OSEA DEL CANAL NEURAL
M994|ESTENOSIS DEL CANAL NEURAL POR TEJIDO CONJUNTIVO
M995|ESTENOSIS DEL CANAL NEURAL POR DISCO INTERVERTEBRAL
M996|ESTENOSIS OSEA Y SUBLUXACION DE LOS AGUJEROS INTERVERTEBRALES
M997|ESTENOSIS DE LOS AGUJEROS INTERVERTEBRALES POR TEJIDO CONJUNTIVO O POR DISCO INTERVERTEBRAL
M998|OTRAS LESIONES BIOMECANICAS
M999|LESION BIOMECANICA, NO ESPECIFICADA
N070|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: ANOMALIA GLOMERULAR MINIMA
N071|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS
N072|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: GLOMERULONEFRITIS MEMBRANOSA DIFUSA
N073|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA
N074|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA
N075|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA
N076|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: ENFERMEDAD POR DEPOSITOS DENSOS
N077|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA
N078|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: OTRAS
N079|NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE: NO ESPECIFICADA
N080*|TRASTORNOS GLOMERULARES EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
N081*|TRASTORNOS GLOMERULARES EN ENFERMEDADES NEOPLASICAS
N082*|TRASTORNOS GLOMERULARES EN ENFERMEDADES DE LA SANGRE Y OTROS TRASTORNOS QUE AFECTAN AL MECANISMO INMUNITARIO
N083*|TRASTORNOS GLOMERULARES EN DIABETES MELLITUS (E10-E14† CON CUARTO CARÁCTER COMUN .2)
N084*|TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS
N085*|TRASTORNOS GLOMERULARES EN TRASTORNOS SISTEMICOS DEL TEJIDO CONJUNTIVO
N088*|TRASTORNOS GLOMERULARES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N10|NEFRITIS TUBULOINTERSTICIAL AGUDA
N110|PIELONEFRITIS CRONICA NO OBSTRUCTIVA ASOCIADA CON REFLUJO
N111|PIELONEFRITIS CRONICA OBSTRUCTIVA
N118|OTRAS NEFRITIS TUBULOINTERSTICIALES CRONICAS
N119|NEFRITIS TUBULOINTERSTICIAL CRONICA, SIN OTRA ESPECIFICACION
N12|NEFRITIS TUBULOINTERSTICIAL, NO ESPECIFICADA COMO AGUDA O CRONICA
N130|HIDRONEFROSIS CON OBSTRUCCION DE LA UNION URETERO-PELVICA
N131|HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE
N132|HIDRONEFROSIS CON OBSTRUCCION POR CALCULOS DEL RIÑON Y DEL URETER
N133|OTRAS HIDRONEFROSIS Y LAS NO ESPECIFICADAS
N134|HIDROURETER
N135|TORSION Y ESTRECHEZ DEL URETER SIN HIDRONEFROSIS
N136|PIONEFROSIS
N137|UROPATIA ASOCIADA CON REFLUJO VESICOURETERAL
N138|OTRAS UROPATIAS OBSTRUCTIVAS POR REFLUJO
N139|UROPATIA OBSTRUCTIVA POR REFLUJO, SIN OTRA ESPECIFICACION
N140|NEFROPATIA INDUCIDA POR ANALGESICOS
N141|NEFROPATIA INDUCIDA POR OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS
N142|NEFROPATIA INDUCIDA POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS
N143|NEFROPATIA INDUCIDA POR METALES PESADOS
N144|NEFROPATIA TOXICA, NO ESPECIFICADA EN OTRA PARTE
N150|NEFROPATIA DE LOS BALCANES
N151|ABSCESO RENAL Y PERIRRENAL
N158|OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS
N159|ENFERMEDAD RENAL TUBULOINTERSTICIAL, NO ESPECIFICADA
N160*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PATRTE
N161*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN ENFERMEDADES NEOPLASICAS
N162*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN ENFERMEDADES DE LA SANGRE Y EN TRASTORNOS QUE AFECTAN EL MECANISMO INMUNITARIO
N163*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN ENFERMEDADES METABOLICAS
N164*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN ENFERMEDADES DEL TEJIDO CONJUNTIVO
N165*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN RECHAZO DE TRASPLANTE (T86.-†)
N168*|TRASTORNOS RENALES TUBULOINTERSTICIALES EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N170|INSUFICIENCIA RENAL AGUDA CON NECROSIS TUBULAR
N171|INSUFICIENCIA RENAL AGUDA CON NECROSIS CORTICAL AGUDA
N172|INSUFICIENCIA RENAL AGUDA CON NECROSIS MEDULAR
N178|OTRAS INSUFICIENCIAS RENALES AGUDAS
N179|INSUFICIENCIA RENAL AGUDA, NO ESPECIFICADA
N180|INSUFICIENCIA RENAL TERMINAL
N188|OTRAS INSUFICIENCIAS RENALES CRONICAS
N189|INSUFICIENCIA RENAL CRONICA, NO ESPECIFICADA
N19|INSUFICIENCIA RENAL NO ESPECIFICADA
N200|CALCULO DEL RIÑON
N201|CALCULO DEL URETER
N202|CALCULO DEL RIÑON CON CALCULO DEL URETER
N209|CALCULO URINARIO, NO ESPECIFICADO
N210|CALCULO EN LA VEJIGA
N211|CALCULO EN LA URETRA
N218|OTROS CALCULOS DE LAS VIAS URINARIAS INFERIORES
N219|CALCULO DE LAS VIAS URINARIAS INFERIORES, NO ESPECIFICADO
N220*|LITIASIS URINARIA EN ESQUISTOSOMIASIS [BILHARZIASIS] (B65.-†)
N228*|CALCULO DE LAS VIAS URINARIAS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N23|COLICO RENAL, NO ESPECIFICADO
N250|OSTEODISTROFIA RENAL
N251|DIABETES INSIPIDA NEFROGENA
N258|OTROS TRASTORNOS RESULTANTES DE LA FUNCION TUBULAR RENAL ALTERADA
N259|TRASTORNO NO ESPECIFICADO, RESULTANTE DE LA FUNCION TUBULAR RENAL ALTERADA
N26|RIÑON CONTRAIDO, NO ESPECIFICADO
N270|RIÑON PEQUEÑO, UNILATERAL
N271|RIÑON PEQUEÑO, BILATERAL
N279|RIÑON PEQUEÑO, NO ESPECIFICADO
N280|ISQUEMIA E INFARTO DEL RIÑON
N281|QUISTE DE RIÑON, ADQUIRIDO
N288|OTROS TRASTORNOS ESPECIFICADOS DEL RIÑON Y DEL URETER
N289|TRASTORNO DEL RIÑON Y DEL URETER, NO ESPECIFICADO
N290*|SIFILIS RENAL TARDIA (A52.7†)
N291*|OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
N298*|OTROS TRASTORNOS DEL RIÑON Y DEL URETER EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N300|CISTITIS AGUDAS
N301|CISTITIS INTERSTICIAL (CRONICA)
N302|OTRAS CISTITIS CRONICAS
N303|TRIGONITIS
N304|CISTITIS POR IRRADIACION
N308|OTRAS CISTITIS
N309|CISTITIS, NO ESPECIFICADA
N310|VEJIGA NEUROPATICA NO INHIBIDA, NO CLASIFICADA EN OTRA PARTE
N311|VEJIGA NEUROPATICA REFLEJA, NO CLASIFICADA EN OTRA PARTE
N312|VEJIGA NEUROPATICA FLACIDA, NO CLASIFICADA EN OTRA PARTE
N318|OTRAS DISFUNCIONES NEUROMUSCULARES DE LA VEJIGA
N319|DISFUNCION NEUROMUSCULAR DE LA VEJIGA, NO ESPECIFICADA
N320|OBSTRUCCION DE CUELLO DE LA VEJIGA
N321|FISTULA VESICOINTESTINAL
N322|FISTULA DE LA VEJIGA, NO CLASIFICADA EN OTRA PARTE
N323|DIVERTICULO DE LA VEJIGA
N324|RUPTURA DE LA VEJIGA, NO TRAUMATICA
N328|OTROS TRASTORNOS ESPECIFICADOS DE LA VEJIGA
N329|TRASTORNO DE LA VEJIGA, NO ESPECIFICADO
N330*|CISTITIS TUBERCULOSA (A18.1†)
N338*|TRASTORNOS DE LA VEJIGA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N340|ABSCESO URETRAL
N341|URETRITIS NO ESPECIFICADA
N342|OTRAS URETRITIS
N343|SINDROME URETRAL, NO ESPECIFICADO
N350|ESTRECHEZ URETRAL POSTRAUMATICA
N351|ESTRECHEZ URETRAL POSTINFECCION, NO CLASIFICADA EN OTRA PARTE
N358|OTRAS ESTRECHECES URETRALES
N359|ESTRECHEZ URETRAL, NO ESPECIFICADA
N360|FISTULA DE LA URETRA
N361|DIVERTICULO DE LA URETRA
N362|CARUNCULA URETRAL
N363|PROLAPSO DE LA MUCOSA URETRAL
N368|OTROS TRASTORNOS ESPECIFICADOS DE LA URETRA
N369|TRASTORNO DE LA URETRA, NO ESPECIFICADO
N370*|URETRITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N378*|OTROS TRASTORNOS URETRALES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N390|INFECCION DE VIAS URINARIAS, SITIO NO ESPECIFICADO
N391|PROTEINURIA PERSISTENTE, NO ESPECIFICADA
N392|PROTEINURIA ORTOSTATICA, NO ESPECIFICADA
N393|INCONTINENCIA URINARIA POR TENSION
N394|OTRAS INCONTINENCIAS URINARIAS ESPECIFICADAS
N398|OTROS TRASTORNOS ESPECIFICADOS DEL SISTEMA URINARIO
N399|TRASTORNO DEL SISTEMA URINARIO, NO ESPECIFICADO
N40|HIPERPLASIA DE LA PROSTATA
N410|PROSTATITIS AGUDA
N411|PROSTATITIS CRONICA
N412|ABSCESO DE LA PROSTATA
N413|PROSTATOCISTITIS
N418|OTRAS ENFERMEDADES INFLAMATORIAS DE LA PROSTATA
N419|ENFERMEDAD INFLAMATORIA DE LA PROSTATA, NO ESPECIFICADA
N420|CALCULO DE LA PROSTATA
N421|CONGESTION Y HEMORRAGIA DE LA PROSTATA
N422|ATROFIA DE LA PROSTATA
N428|OTROS TRASTORNOS ESPECIFICADOS DE LA PROSTATA
N429|TRASTORNO DE LA PROSTATA, NO ESPECIFICADO
N430|HIDROCELE ENQUISTADO
N431|HIDROCELE INFECTADO
N432|OTRAS HIDROCELES
N433|HIDROCELE, NO ESPECIFICADO
N434|ESPERMATOCELE
N44|TORSION DEL TESTICULO
N450|ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS CON ABSCESO
N459|ORQUITIS, EPIDIDIMITIS Y ORQUIEPIDIDIMITIS SIN ABSCESO
N46|ESTERILIDAD EN EL VARON
N47|PREPUCIO REDUNDANTE, FIMOSIS Y PARAFIMOSIS
N480|LEUCOPLASIA DEL PENE
N481|BALANOPOSTITIS
N482|OTROS TRASTORNOS INFLAMATORIOS DEL PENE
N483|PRIAPISMO
N484|IMPOTENCIA DE ORIGEN ORGANICO
N485|ULCERA DEL PENE
N486|INDURACION PLASTICA DEL PENE
N488|OTROS TRASTORNOS ESPECIFICADOS DEL PENE
N489|TRASTORNO DEL PENE, NO ESPECIFICADO
N490|TRASTORNOS INFLAMATORIOS DE VESICULA SEMINAL
N491|TRASTORNOS INFLAMATORIOS DEL CORDON ESPERMATICO, TUNICA VAGINAL Y CONDUCTO DEFERENTE
N492|TRASTORNOS INFLAMATORIOS DEL ESCROTO
N498|OTROS TRASTORNOS INFLAMATORIOS DE LOS ORGANOS GENITALES MASCULINOS
N499|TRASTORNO INFLAMATORIO DE ORGANO MASCULINO, NO ESPECIFICADO
N500|ATROFIA DEL TESTICULO
N501|TRASTORNOS VASCULARES DE LOS ORGANOS GENITALES MASCULINOS
N508|OTROS TRASTORNOS ESPECIFICADOS DE LOS ORGANOS GENITALES MASCULINOS
N509|TRASTORNO NO ESPECIFICADO DE LOS ORGANOS GENITALES MASCULINOS
N510*|TRASTORNOS DE PROSTATA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N511*|TRASTORNO DEL TESTICULO Y DEL EPIDIDIMO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N512*|BALANITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N518*|OTROS TRASTORNOS DE LOS ORGANOS GENITALES MASCULINOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N600|QUISTE SOLITARIO DE LA MAMA
N601|MASTOPATIA QUISTICA DIFUSA
N602|FIBROADENOSIS DE LA MAMA
N603|FIBROESCLEROSIS DE MAMA
N604|ECTASIA DE CONDUCTO MAMARIO
N608|OTRAS DISPLASIAS MAMARIAS BENIGNAS
N609|DISPLASIA MAMARIA BENIGNA, SIN OTRA ESPECIFICACION
N61|TRASTORNOS INFLAMATORIOS DE LA MAMA
N62|HIPERTROFIA DE LA MAMA
N63|MASA NO ESPECIFICADA EN LA MAMA
N640|FISURA Y FISTULA DEL PEZON
N641|NECROSIS GRASA DE LA MAMA
N642|ATROFIA DE LA MAMA
N643|GALACTORREA NO ASOCIADA CON EL PARTO
N644|MASTODINIA
N645|OTROS SIGNOS Y SINTOMAS RELATIVOS A LA MAMA
N648|OTROS TRASTORNOS ESPECIFICADOS DE LA MAMA
N649|TRASTORNO DE LA MAMA, NO ESPECIFICADO
N700|SALPINGITIS Y OOFORITIS AGUDA
N701|SALPINGITIS Y OOFORITIS CRONICA
N709|SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS
N710|ENFERMEDAD INFLAMATORIA AGUDA DEL UTERO
N711|ENFERMEDAD INFLAMATORIA CRONICA DEL UTERO
N719|ENFERMEDAD INFLAMATORIA DEL UTERO, NO ESPECIFICADAS
N72|ENFERMEDAD INFLAMATORIA DEL CUELLO UTERINO
N730|PARAMETRITIS Y CELULITIS PELVICA AGUDA
N731|PARAMETRITIS Y CELULITIS PELVICA CRONICA
N732|PARAMETRITIS Y CELULITIS PELVICA NO ESPECIFICADA
N733|PERITONITIS PELVICA AGUDA, FEMENINA
N734|PERITONITIS PELVICA CRONICA, FEMENINA
N735|PERITONITIS PELVICA FEMENINA, NO ESPECIFICADA
N736|ADHERENCIAS PERITONEALES PELVICAS FEMENINAS
N738|OTRAS ENFERMEDADES INFLAMATORIAS PELVICAS FEMENINAS
N739|ENFERMEDAD INFLAMATORIA PELVICA FEMENINA, NO ESPECIFICADA
N740*|INFECCION TUBERCULOSA DEL CUELLO DEL UTERO (A18.1†)
N741*|ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR TUBERCULOSIS (A18.1†)
N742*|ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR SIFILIS (A51.4†, A52.7†)
N743*|ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR GONOCOCOS (A54.2†)
N744*|ENFERMEDAD INFLAMATORIA PELVICA FEMENINA POR CLAMIDIAS (A56.1†)
N748*|TRASTORNOS INFLAMATORIOS PELVICOS FEMENINOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N750|QUISTE DE LA GLANDULA DE BARTHOLIN
N751|ABSCESO DE LA GLANDULA DE BARTHOLIN
N758|OTRAS ENFERMEDADES DE LA GLANDULA DE BARTHOLIN
N759|ENFERMEDAD DE LA GLANDULA DE BARTHOLIN, NO ESPECIFICADA
N760|VAGINITIS AGUDA
N761|VAGINITIS SUBAGUDA Y CRONICA
N762|VULVITIS AGUDA
N763|VULVITIS SUBAGUDA Y CRONICA
N764|ABSCESO VULVAR
N765|ULCERACION DE LA VAGINA
N766|ULCERACION DE LA VULVA
N768|OTRAS INFLAMACIONES ESPECIFICADAS DE LA VAGINA Y DE LA VULVA
N770*|ULCERACION DE LA VULVA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
N771*|VAGINITIS, VULVITIS Y VULVOVAGINITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
N778*|ULCERACION E INFLAMACION VULVOVAGINAL EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N800|ENDOMETRIOSIS DEL UTERO
N801|ENDOMETRIOSIS DEL OVARIO
N802|ENDOMETRIOSIS DE LA TROMPA DE FALOPIO
N803|ENDOMETRIOSIS DEL PERITONEO PELVICO
N804|ENDOMETRIOSIS DEL TABIQUE RECTOVAGINAL Y DE LA VAGINA
N805|ENDOMETRIOSIS DEL INTESTINO
N806|ENDOMETRIOSIS EN CICATRIZ CUTANEA
N808|OTRAS ENDOMETRIOSIS
N809|ENDOMETRIOSIS, NO ESPECIFICADA
N810|URETROCELE FEMENINO
N811|CISTOCELE
N812|PROLAPSO UTEROVAGINAL INCOMPLETO
N813|PROLAPSO UTEROVAGINAL COMPLETO
N814|PROLAPSO UTEROVAGINAL, SIN OTRA ESPECIFICACION
N815|ENTEROCELE VAGINAL
N816|RECTOCELE
N818|OTROS PROLAPSOS GENITALES FEMENINOS
N819|PROLAPSO GENITAL FEMENINO, NO ESPECIFICADO
N820|FISTULA VESICOVAGINAL
N821|OTRAS FISTULAS DE LAS VIAS GENITOURINARIAS FEMENINAS
N822|FISTULA DE LA VAGINA AL INTESTINO DELGADO
N823|FISTULA DE LA VAGINA AL INTESTINO GRUESO
N824|OTRAS FISTULAS DEL TRACTO GENITAL FEMENINO AL TRACTO INTESTINAL
N825|FISTULA DEL TRACTO GENITAL FEMENINO A LA PIEL
N828|OTRAS FISTULAS DEL TRACTO GENITAL FEMENINO
N829|FISTULA DEL TRACTO GENITAL FEMENINO, SIN OTRA ESPECIFICACION
N830|QUISTE FOLICULAR DEL OVARIO
N831|QUISTE DEL CUERPO AMARILLO
N832|OTROS QUISTES OVARICOS Y LOS NO ESPECIFICADOS
N833|ATROFIA ADQUIRIDA DEL OVARIO Y DE LA TROMPA FALOPIO
N834|PROLAPSO Y HERNIA DEL OVARIO Y DE LA TROMPA DE FALOPIO
N835|TORSION DE OVARIO, PEDICULO DE OVARIO Y TROMPA DE FALOPIO
N836|HEMATOSALPINX
N837|HEMATOMA DEL LIGAMENTO ANCHO
N838|OTROS TRASTORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO
N839|ENFERMEDAD NO INFLAMATORIA DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO, NO ESPECIFICADA
N840|POLIPO DEL CUERPO DEL UTERO
N841|POLIPO DEL CUELLO DEL UTERO
N842|POLIPO DE LA VAGINA
N843|POLIPO DE LA VULVA
N848|POLIPO DE OTRAS PARTES DEL TRACTO GENITAL FEMENINO
N849|POLIPO DEL TRACTO GENITAL FEMENINO, NO ESPECIFICADO
N850|HIPERPLASIA DE GLANDULA DEL ENDOMETRIO
N851|HIPERPLASIA ADENOMATOSA DEL ENDOMETRIO
N852|HIPERTROFIA DEL UTERO
N853|SUBINVOLUCION DEL UTERO
N854|MALA POSICION DEL UTERO
N855|INVERSION DEL UTERO
N856|SINEQUIAS INTRAUTERINAS
N857|HEMATOMETRA
N858|OTROS TRASTORNOS NO INFLAMATORIOS ESPECIFICADOS DEL UTERO
N859|TRASTORNO NO INFLAMATORIO DEL UTERO, NO ESPECIFICADO
N86|EROSION Y ECTROPION DEL CUELLO DEL UTERO
N870|DISPLASIA CERVICAL LEVE
N871|DISPLASIA CERVICAL MODERADA
