"cod_prod"|"cod_parent"|"nombre"|"present"|"cont-rec"|"tipo_cont"|"dosis"|"cant_comp"|"cod_isp"|"vigencia"|"droga"|"grupo"|"temp"||||
"240"|"0"|"ADIAMIL crema dérmica 0.1%"||1|6|0|0|"'NULL'"|1|"(Adapaleno)"|32|2||||
"241"|"240"||"1 unidad"|1|6|135|48|"'NULL'"|1|"(Adapaleno)"||2||||
"242"|"0"|"ADIAMIL gel dérmico 0"|"1%"||1|6|0|0|"'NULL'"|"1"|"(Adapaleno)"|32|2|||
"243"|"242"||"1 unidad"|1|6|135|48|"'NULL'"|1|"(Adapaleno)"||2||||
"244"|"0"|"ADIAMIL gel dérmico 0"|"3%"||1|6|0|0|"'NULL'"|"1"|"(Adapaleno)"|32|2|||
"245"|"244"||"1 unidad"|1|6|135|48|"'NULL'"|1|"(Adapaleno)"||2||||
"246"|"0"|"ADROXEF 500"||1|4|0|0|"'NULL'"|1|"(Cefadroxílo)"|130|2||||
"247"|"246"||"14 comp."|1|4|1|1|"'NULL'"|1|"(Cefadroxílo)"||2||||
"248"|"0"|"ADROXEF 250 jarabe"||1|4|0|0|"'NULL'"|1|"(Cefadroxílo)"|130|2||||
"249"|"248"||"100 ml"|1|4|35|6|"'NULL'"|1|"(Cefadroxílo)"||2||||
"250"|"0"|"ADROXEF 500 jarabe"||1|4|0|0|"'NULL'"|1|"(Cefadroxílo)"|130|2||||
"251"|"250"||"100 ml"|1|4|35|6|"'NULL'"|1|"(Cefadroxílo)"||2||||
"252"|"0"|"AERIUS comp. recub."||1|6|0|0|"'NULL'"|1|"(Desloratadina)"|128|1||||
"253"|"252"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Desloratadina)"||1||||
"254"|"0"|"ADOPLAN  125 mg"||1|6|0|0|"'NULL'"|1|"(Clonixinio)"|172|1||||
"255"|"254"||"10 comp."|1|6|1|1|"'NULL'"|1|"(Clonixinio)"||1||||
"256"|"0"|"AERIUS 2"|"5 mg/5 mL  jarabe"||1|6|0|0|"'NULL'"|"1"|"(Desloratadina)"|128|1|||
"257"|"256"||"120 ml"|1|6|35|6|"'NULL'"|1|"(Desloratadina)"||1||||
"258"|"0"|"ADAPAC gel dérmico 0"|"1%"||1|6|0|0|"'NULL'"|"1"|"(Adapaleno)"|32|1|||
"259"|"258"||"30 Gr"|1|6|135|1|"'NULL'"|1|"(Adapaleno)"||1||||
"260"|"0"|"AEROCHAMBER"||1|7|0|0|"'NULL'"|1|"(Aerocamara Para Inhalación)"|36|6||||
"261"|"260"||"1 unidad"|1|7|0|48|"'NULL'"|1|"(Aerocamara Para Inhalación)"||6||||
"262"|"0"|"AERO-FACIDOSE A.E."||1|7|0|0|"'NULL'"|1|"(Aerocamara Para Inhalación)"|36|6||||
"263"|"262"||"hasta los 5 años."|1|7|0|48|"'NULL'"|1|"(Aerocamara Para Inhalación)"||6||||
"264"|"262"||"Adulto/Escolar"|1|7|0|48|"'NULL'"|1|"(Aerocamara Para Inhalación)"||6||||
"265"|"0"|"AEROGASTROL"||1|1|0|0|"'NULL'"|1|"(Clordiazepoxido//Metoclopramida//Simeticona)"|178|1||||
"266"|"265"||"20 cáps"|1|1|17|1|"'NULL'"|1|"(Clordiazepoxido//Metoclopramida//Simeticona)"||1||||
"267"|"0"|"AEROITAN"||1|1|0|0|"'NULL'"|1|"(Clordiazepoxido//Metoclopramida//Simeticona)"|178|1||||
"268"|"267"||"20 cáps"|1|1|17|1|"'NULL'"|1|"(Clordiazepoxido//Metoclopramida//Simeticona)"||1||||
"269"|"0"|"ADELINE cáps. 10 mg"||1|6|0|0|"'NULL'"|1|"(Lenalidomida)"|328|1||||
"270"|"269"||"3 cáps"|1|6|17|1|"'NULL'"|1|"(Lenalidomida)"||1||||
"271"|"0"|"ADELINE cáps. 15 mg"||1|6|0|0|"'NULL'"|1|"(Lenalidomida)"|328|1||||
"272"|"271"||"3 cáps"|1|6|17|1|"'NULL'"|1|"(Lenalidomida)"||1||||
"273"|"0"|"ADELINE cáps. 25 mg"||1|6|0|0|"'NULL'"|1|"(Lenalidomida)"|328|1||||
"274"|"273"||"3 cáps"|1|6|17|1|"'NULL'"|1|"(Lenalidomida)"||1||||
"275"|"0"|"AEROMED"||1|7|0|0|"'NULL'"|1|"(Hedera Helix)"|277|1||||
"276"|"275"||"100 ml"|1|7|35|6|"'NULL'"|1|"(Hedera Helix)"||1||||
"277"|"0"|"AEROLIN LF  100 mcg/dosis"||1|6|0|0|"'NULL'"|1|"(Salbutamol)"|497|2||||
"278"|"277"||"200 dosis"|1|6|178|6|"'NULL'"|1|"(Salbutamol)"||2||||
"279"|"0"|"AEROTROP CFC aerosol 20 mcg/dosis"||1|6|0|0|"'NULL'"|1|"(Bromuro de Ipratropio)"|103|2||||
"280"|"279"||"200 dosis"|1|6|178|6|"'NULL'"|1|"(Bromuro De Ipratropio)"||2||||
"281"|"0"|"AEROTROP HFA aerosol 20 mcg/Dosis"||1|6|0|0|"'NULL'"|1|"(Bromuro de Ipratropio)"|103|1||||
"282"|"281"||"250 dosis"|1|6|178|6|"'NULL'"|1|"(Bromuro De Ipratropio)"||1||||
"283"|"0"|"AEROTROP spray nasal"||1|6|0|0|"'NULL'"|1|"(Bromuro de Ipratropio)"|103|2||||
"284"|"283"||"120 dosis"|1|6|178|6|"'NULL'"|1|"(Bromuro De Ipratropio)"||2||||
"285"|"0"|"AERONASE  60 mg"||1|6|0|0|"'NULL'"|1|"(Pseudoefedrina)"|471|1||||
"286"|"285"||"20 tab"|1|6|26|1|"'NULL'"|1|"(Pseudoefedrina)"||1||||
"287"|"0"|"AFINITOR 5 mg"||1|6|0|0|"'NULL'"|1|"(Everolimus)"|208|2||||
"288"|"287"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Everolimus)"||2||||
"289"|"0"|"AFINITOR 10 mg"||1|6|0|0|"'NULL'"|1|"(Everolimus)"|208|2||||
"290"|"289"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Everolimus)"||2||||
"291"|"0"|"AFEXDINE 180 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|2||||
"292"|"291"||"100 tab"|1|6|26|1|"'NULL'"|1|"(Fexofenadina)"||2||||
"293"|"0"|"AGATON"||1|4|0|0|"'NULL'"|1|"(Clinidinio Bromuro/Clordiazepóxido))"|0|1||||
"294"|"293"||"30 comp."|1|4|1|1|"'NULL'"|1|"(Clinidinio Bromuro/Clordiazepóxido))"||1||||
"295"|"0"|"AGGLAD OFTENO 0.2% sol.oftálmica"||1|6|0|0|"'NULL'"|1|"(Brimonidina)"|98|2||||
"296"|"295"||"5 ml"|1|6|142|6|"'NULL'"|1|"(Brimonidina)"||2||||
"297"|"0"|"AGREPLAT 75 mg"||1|6|0|0|"'NULL'"|1|"(Clopidogrel)"|175|2||||
"298"|"297"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Clopidogrel)"||2||||
"299"|"0"|"AGUALA  0"|"75% gotas orales"||1|6|0|0|"'NULL'"|"1"|"(Sodio Picosulfato)"|508|1|||
"300"|"299"||"10 ml"|1|6|55|6|"'NULL'"|1|"(Sodio Picosulfato)"||1||||
"301"|"0"|"AGUA BIDESTILADA"||1|7|0|0|"'NULL'"|1|"(Agua Destilada)"|0|2||||
"302"|"301"||"2 amp"|1|6|90|17|"'NULL'"|1|"(Agua Destilada)"||2||||
"303"|"301"||"5 amp"|1|6|90|17|"'NULL'"|1|"(Agua Destilada)"||2||||
"304"|"301"||"10 amp"|1|6|90|17|"'NULL'"|1|"(Agua Destilada)"||2||||
"305"|"0"|"AGUA OXIGENADA  10 vol"||1|7|0|0|"'NULL'"|1|"(H2O2)"|0|1||||
"306"|"305"||"110 ml"|1|7|135|6|"'NULL'"|1|"(H2O2)"||1||||
"307"|"0"|"AKYNZEO"||1|6|0|0|"'NULL'"|1|"(Netupitant//Palonosetron)"|0|1||||
"308"|"307"||"1 cáps"|1|6|17|1|"'NULL'"|1|"(Netupitant//Palonosetron)"||1||||
"309"|"0"|"AKAN  10 mg"||1|6|0|0|"'NULL'"|1|"(Montelukast)"|394|1||||
"310"|"309"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Montelukast)"||1||||
"311"|"0"|"AKRANTA 8 mg"||1|6|0|0|"'NULL'"|1|"(Tiocolchicosido)"|537|2||||
"312"|"311"||"14 comp."|1|6|1|1|"'NULL'"|1|"(Tiocolchicosido)"||2||||
"313"|"0"|"ALBIDINE  500 mg"||1|6|0|0|"'NULL'"|1|"(Sulfasalazina)"|513|9||||
"314"|"313"||"10 comp."|1|6|1|1|"'NULL'"|1|"(Sulfasalazina)"||9||||
"315"|"0"|"ALBUMINA HUMANA 20%"||1|6|0|0|"'NULL'"|1|"(Albumina Humana)"|39|10||||
"316"|"315"||"50 ml"|1|6|121|48|"'NULL'"|1|"(Albumina Humana)"||10||||
"317"|"0"|"AIRBRON L  100 mcg / dosis"||1|6|0|0|"'NULL'"|1|"(Salbutamol)"|497|2||||
"318"|"317"||"200 dosis"|1|6|178|6|"'NULL'"|1|"(Salbutamol)"||2||||
"319"|"0"|"AGB VACUNA ANTIHEPATITIS B"||1|6|0|0|"'NULL'"|1|"(Vacuna Antihepatitis B)"|0|5||||
"320"|"319"||"10 mcg/0"|"5 mL"|1|6|90|17|"'NULL'"|"1"|"(Vacuna Antihepatitis B)"||5|||
"321"|"319"||"20 mcg/1 mL"|1|6|90|17|"'NULL'"|1|"(Vacuna Antihepatitis B)"||5||||
"322"|"0"|"ALBUNORM 20%"||1|6|0|0|"'NULL'"|1|"(Albumina Humana)"|39|3||||
"323"|"322"||"50 ml"|1|6|121|48|"'NULL'"|1|"(Albumina Humana)"||3||||
"324"|"322"||"100 ml"|1|6|121|48|"'NULL'"|1|"(Albumina Humana)"||3||||
"325"|"0"|"ALCOHOL ALCANFORADO"||1|7|0|0|"'NULL'"|1|"(Alcanfor//Alcohol Etilico Denaturalizado)"|0|1||||
"326"|"325"||"120 ml"|1|7|135|48|"'NULL'"|1|"(Alcanfor//Alcohol Etilico Denaturalizado)"||1||||
"327"|"325"||"250 ml"|1|7|135|48|"'NULL'"|1|"(Alcanfor//Alcohol Etilico Denaturalizado)"||1||||
"328"|"0"|"ALCOHOL YODADO 0.25%"||1|7|0|0|"'NULL'"|1|"(Iodo//Sodio Ioduro)"|0|1||||
"329"|"328"||"100 ml"|1|7|135|48|"'NULL'"|1|"(Iodo//Sodio Ioduro)"||1||||
"330"|"328"||"250 ml"|1|7|135|48|"'NULL'"|1|"(Iodo//Sodio Ioduro)"||1||||
"331"|"328"||"1000 ml"|1|7|135|48|"'NULL'"|1|"(Iodo//Sodio Ioduro)"||1||||
"332"|"0"|"ALCOHOL YODADO 0.65%"||1|7|0|0|"'NULL'"|1|"(Alcohol Etilico Denaturalizado//Iodo//Sodio Ioduro)"|0|1||||
"333"|"332"||"100 ml"|1|7|135|48|"'NULL'"|1|"(Alcohol Etilico Denaturalizado//Iodo//Sodio Ioduro)"||1||||
"334"|"332"||"250 ml"|1|7|135|48|"'NULL'"|1|"(Alcohol Etilico Denaturalizado//Iodo//Sodio Ioduro)"||1||||
"335"|"332"||"1000 ml"|1|7|135|48|"'NULL'"|1|"(Alcohol Etilico Denaturalizado//Iodo//Sodio Ioduro)"||1||||
"336"|"0"|"ALCOLEX sol. tópica"||1|7|0|0|"'NULL'"|1|"(Cloruro de Benzoxonio//Etanol 96°)"|0|1||||
"337"|"336"||"200 ml"|1|7|135|48|"'NULL'"|1|"(Cloruro De Benzoxonio//Etanol 96°)"||1||||
"338"|"0"|"ALCON CILO-DEX susp. oftálmica"||1|4|0|0|"'NULL'"|1|"(Ciprofloxacino/Dexametasona)"|0|2||||
"339"|"338"||"5 ml"|1|4|142|6|"'NULL'"|1|"(Ciprofloxacino/Dexametasona)"||2||||
"340"|"0"|"ALDARA  5% crema tópica"||1|6|0|0|"'NULL'"|1|"(Imiquimod)"|299|1||||
"341"|"340"||"6 sachets"|1|6|75|1|"'NULL'"|1|"(Imiquimod)"||1||||
"342"|"0"|"ALDINAM 100 mg"||1|6|0|0|"'NULL'"|1|"(Lacosamida)"|321|2||||
"343"|"342"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Lacosamida)"||2||||
"344"|"0"|"ALDROX 70 mg"||1|6|0|0|"'NULL'"|1|"(Acido Alendronico)"|9|1||||
"345"|"344"||"10 comp."|1|6|1|1|"'NULL'"|1|"(Acido Alendronico)"||1||||
"346"|"0"|"ALENYS nasal"||1|4|0|0|"'NULL'"|1|"(Fluticasona)"|244|2||||
"347"|"346"||"120 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona)"||2||||
"348"|"0"|"ALERPRIV  2.5 mg/ 5 mL jarabe"||1|6|0|0|"'NULL'"|1|"(Levocetirizina)"|332|1||||
"349"|"348"||"100 ml"|1|6|35|6|"'NULL'"|1|"(Levocetirizina)"||1||||
"350"|"0"|"ALERPRIV  0.5% gotas"||1|6|0|0|"'NULL'"|1|"(Levocetirizina)"|332|1||||
"351"|"350"||"20 ml"|1|6|55|6|"'NULL'"|1|"(Levocetirizina)"||1||||
"352"|"0"|"ALERTEX 100"||1|4|0|0|"'NULL'"|1|"(Modafinilo)"|391|1||||
"353"|"352"||"30 comp."|1|4|1|1|"'NULL'"|1|"(Modafinilo)"||1||||
"354"|"0"|"ALERTEX 200"||1|4|0|0|"'NULL'"|1|"(Modafinilo)"|391|1||||
"355"|"354"||"30 comp."|1|4|1|1|"'NULL'"|1|"(Modafinilo)"||1||||
"356"|"0"|"ALERTOP 5 mg/5 mL  jarabe"||1|6|0|0|"'NULL'"|1|"(Cetirizina)"|139|2||||
"357"|"356"||"120 ml"|1|6|35|6|"'NULL'"|1|"(Cetirizina)"||2||||
"358"|"0"|"ALERTOP  10 mg/mL  gotas"||1|6|0|0|"'NULL'"|1|"(Cetirizina)"|139|2||||
"359"|"358"||"15 ml"|1|6|55|6|"'NULL'"|1|"(Cetirizina)"||2||||
"360"|"0"|"ALDINAM  200 mg"||1|6|0|0|"'NULL'"|1|"(Lacosamida)"|321|2||||
"361"|"360"||"30  comp"|1|6|1|1|"'NULL'"|1|"(Lacosamida)"||2||||
"362"|"0"|"ALDINAM 50 mg"||1|6|0|0|"'NULL'"|1|"(Lacosamida)"|321|2||||
"363"|"362"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Lacosamida)"||2||||
"364"|"0"|"ALEXIA-D"||1|6|0|0|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"|229|1||||
"365"|"364"||"10 cáps"|1|6|17|1|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"||1||||
"366"|"364"||"15 cáps"|1|6|17|1|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"||1||||
"367"|"364"||"20 cáps"|1|6|17|1|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"||1||||
"368"|"0"|"ALEXIA  30 mg/5 ml susp. oral"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"369"|"368"||"150 ml"|1|6|35|6|"'NULL'"|1|"(Fexofenadina)"||1||||
"370"|"0"|"ALEXIA  120 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"371"|"370"||"10 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"372"|"370"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"373"|"0"|"ALEXIA FORTE 180 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"374"|"373"||"10 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"375"|"373"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"376"|"0"|"ALERGAN jarabe 5 mg/5 mL"||1|6|0|0|"'NULL'"|1|"(Loratadina)"|347|8||||
"377"|"376"||"60 ml"|1|6|35|6|"'NULL'"|1|"(Loratadina)"||8||||
"378"|"0"|"ALFADOXIN 4 mg"||1|6|0|0|"'NULL'"|1|"(Doxazosina)"|163|2||||
"379"|"378"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Doxazosina)"||2||||
"380"|"0"|"ALFIN 50"||1|6|0|0|"'NULL'"|1|"(Sildenafilo)"|504|1||||
"381"|"380"||"1 comp."|1|6|1|1|"'NULL'"|1|"(Sildenafilo)"||1||||
"382"|"380"||"5 comp."|1|6|1|1|"'NULL'"|1|"(Sildenafilo)"||1||||
"383"|"0"|"ALFIN 100"||1|6|0|0|"'NULL'"|1|"(Sildenafilo)"|504|1||||
"384"|"383"||"1 comp."|1|6|1|1|"'NULL'"|1|"(Sildenafilo)"||1||||
"385"|"383"||"5 comp."|1|6|1|1|"'NULL'"|1|"(Sildenafilo)"||1||||
"386"|"0"|"ALGIAFIN jarabe"||1|7|0|0|"'NULL'"|1|"(Paracetamol)"|439|1||||
"387"|"386"||"60 ml"|1|7|35|6|"'NULL'"|1|"(Paracetamol)"||1||||
"388"|"0"|"ALGIAFIN gotas"||1|7|0|0|"'NULL'"|1|"(Paracetamol)"|439|1||||
"389"|"388"||"15 ml"|1|7|55|6|"'NULL'"|1|"(Paracetamol)"||1||||
"390"|"0"|"ALGIASOL FORTE 200 mg/5 ml"||1|7|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1||||
"391"|"390"||"100 ml"|1|7|35|6|"'NULL'"|1|"(Ibuprofeno)"||1||||
"392"|"0"|"ALGIASOL FORTE 100 mg/5 ml"||1|7|0|0|"'NULL'"|1|"(Ibuprofeno)"|293|1||||
"393"|"392"||"100 ml"|1|7|35|6|"'NULL'"|1|"(Ibuprofeno)"||1||||
"394"|"0"|"ALFEXA 120 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"395"|"394"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"396"|"0"|"ALFEXA 180 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|2||||
"397"|"396"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||2||||
"398"|"0"|"ALIBET gotas orales"||1|6|0|0|"'NULL'"|1|"(Clorfenamina//Pseudoefedrina)"|183|1||||
"399"|"398"||"20 ml"|1|6|55|6|"'NULL'"|1|"(Clorfenamina//Pseudoefedrina)"||1||||
"400"|"0"|"ALIMTA 100"||1|6|0|0|"'NULL'"|1|"(Pemetrexed)"|448|4||||
"401"|"400"||"1 vial"|1|6|105|11|"'NULL'"|1|"(Pemetrexed)"||4||||
"402"|"0"|"ALIMTA 500"||1|6|0|0|"'NULL'"|1|"(Pemetrexed)"|448|5||||
"403"|"402"||"1 vial"|1|6|105|11|"'NULL'"|1|"(Pemetrexed)"||5||||
"404"|"0"|"ALGISPIR gotas orales"||1|6|0|0|"'NULL'"|1|"(Escopolamina//Metamizol Sodico)"|192|9||||
"405"|"404"||"10 ml"|1|6|55|6|"'NULL'"|1|"(Escopolamina//Metamizol Sodico)"||9||||
"406"|"0"|"ALIVAX 75 mg."||1|6|0|0|"'NULL'"|1|"(Pregabalina)"|463|1||||
"407"|"406"||"30 cáps"|1|6|17|1|"'NULL'"|1|"(Pregabalina)"||1||||
"408"|"0"|"ALIVAX 150 mg."||1|6|0|0|"'NULL'"|1|"(Pregabalina)"|463|1||||
"409"|"408"||"30 cáps"|1|6|17|1|"'NULL'"|1|"(Pregabalina)"||1||||
"410"|"0"|"ALLEDRYL 5 mg/5 ml"||1|6|0|0|"'NULL'"|1|"(Loratadina)"|347|1||||
"411"|"410"||"60 ml"|1|6|35|6|"'NULL'"|1|"(Loratadina)"||1||||
"412"|"0"|"ALLEGRA 120 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|2||||
"413"|"412"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||2||||
"414"|"0"|"ALLEGRA 180 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"415"|"414"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"416"|"0"|"ALLEGRA D"||1|6|0|0|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"|229|2||||
"417"|"416"||"10 cáps"|1|6|17|1|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"||2||||
"418"|"416"||"20 cáps"|1|6|17|1|"'NULL'"|1|"(Fexofenadina//Pseudoefedrina)"||2||||
"419"|"0"|"ALLEGRA susp. oral 30 mg/5 ml"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"420"|"419"||"150 ml"|1|6|35|6|"'NULL'"|1|"(Fexofenadina)"||1||||
"421"|"0"|"ALMAXOL 400 mg"||1|6|0|0|"'NULL'"|1|"(Moxifloxacino)"|396|1||||
"422"|"421"||"7 comp."|1|6|1|1|"'NULL'"|1|"(Moxifloxacino)"||1||||
"423"|"0"|"ALODIL 25 mg"||1|6|0|0|"'NULL'"|1|"(Agomelatina)"|37|2||||
"424"|"423"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Agomelatina)"||2||||
"425"|"0"|"ALERXO  120 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"426"|"425"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"427"|"0"|"ALERXO FORTE  180 mg"||1|6|0|0|"'NULL'"|1|"(Fexofenadina)"|228|1||||
"428"|"427"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"429"|"427"||"16 comp."|1|6|1|1|"'NULL'"|1|"(Fexofenadina)"||1||||
"430"|"0"|"ALONDRA 2 mg"||1|6|0|0|"'NULL'"|1|"(Dienogest)"|148|2||||
"431"|"430"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Dienogest)"||2||||
"432"|"0"|"ALOPURINOL 100 mg"||1|6|0|0|"'NULL'"|1|"(Alopurinol)"|41|1||||
"433"|"432"||"20 comp."|1|6|1|1|"'NULL'"|1|"(Alopurinol)"||1||||
"434"|"0"|"ALOPURINOL 300 mg"||1|1|0|0|"'NULL'"|1|"(Alopurinol)"|41|2||||
"435"|"434"||"20 comp."|1|1|1|1|"'NULL'"|1|"(Alopurinol)"||2||||
"436"|"0"|"ALPHAGAN 0"|"2%  sol.oftálmica"||1|6|0|0|"'NULL'"|"1"|"(Brimonidina)"|98|1|||
"437"|"436"||"5 ml"|1|6|142|6|"'NULL'"|1|"(Brimonidina)"||1||||
"438"|"0"|"ALPHAGAN P 0.15% sol.oftálmica"||1|6|0|0|"'NULL'"|1|"(Brimonidina)"|98|1||||
"439"|"438"||"5 ml"|1|6|142|6|"'NULL'"|1|"(Brimonidina)"||1||||
"440"|"0"|"ALPRAZOLAM 0.50"||1|1|0|0|"'NULL'"|1|"(Alprazolam)"|42|2||||
"441"|"440"||"30 comp."|1|1|1|1|"'NULL'"|1|"(Alprazolam)"||2||||
"442"|"0"|"ALTAZINC 5 mg/ml gotas orales"||1|6|0|0|"'NULL'"|1|"(Zinc Sulfato)"|575|2||||
"443"|"442"||"30 ml"|1|6|55|6|"'NULL'"|1|"(Zinc Sulfato)"||2||||
"444"|"0"|"ALTAZINC comp. 10"||1|6|0|0|"'NULL'"|1|"(Zinc Sulfato)"|575|1||||
"445"|"444"||"40 comp."|1|6|1|1|"'NULL'"|1|"(Zinc Sulfato)"||1||||
"446"|"0"|"ALTAZINC comp. 15"||1|6|0|0|"'NULL'"|1|"(Zinc Sulfato)"|575|2||||
"447"|"446"||"40 comp."|1|6|1|1|"'NULL'"|1|"(Zinc Sulfato)"||2||||
"448"|"0"|"ZINCOVIT 5 mg/ml gotas orales"||1|6|0|0|"'NULL'"|1|"(Zinc Sulfato)"|575|2||||
"449"|"448"||"30 ml"|1|6|55|6|"'NULL'"|1|"(Zinc Sulfato)"||2||||
"450"|"0"|"ALTRULINE 50"||1|6|0|0|"'NULL'"|1|"(Sertralina)"|0|2||||
"451"|"450"||"14 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||2||||
"452"|"450"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||2||||
"453"|"450"||"60 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||2||||
"454"|"0"|"ALTRULINE 100"||1|6|0|0|"'NULL'"|1|"(Sertralina)"|500|2||||
"455"|"454"||"14 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||2||||
"456"|"454"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Sertralina)"||2||||
"457"|"0"|"ALUMINIO HIDROXIDO susp. 6 %"||1|7|0|0|"'NULL'"|1|"(Hidróxido de Aluminio)"|0|1||||
"458"|"457"||"180 ml"|1|7|35|6|"'NULL'"|1|"(Hidróxido De Aluminio)"||1||||
"459"|"0"|"AMARYL 2 mg comp."||1|6|0|0|"'NULL'"|1|"(Glimepirida)"|264|2||||
"460"|"459"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Glimepirida)"||2||||
"461"|"0"|"AMARYL 4 mg comp."||1|6|0|0|"'NULL'"|1|"(Glimepirida//Metformina)"|265|2||||
"462"|"461"||"30 comp."|1|6|1|1|"'NULL'"|1|"(Glimepirida//Metformina)"||2||||
"463"|"0"|"AMARYL M (2/1000)"||1|6|0|0|"'NULL'"|1|"(Glimepirida//Metformina)"|265|2||||
"464"|"463"||"32 comp."|1|6|1|1|"'NULL'"|1|"(Glimepirida//Metformina)"||2||||
"465"|"0"|"AMARYL M (4/1000) C"||1|6|0|0|"'NULL'"|1|"(Glimepirida//Metformina)"|265|2||||
"466"|"465"||"16 comp."|1|6|1|1|"'NULL'"|1|"(Glimepirida//Metformina)"||2||||
"467"|"0"|"AMATO 100 mg"||1|6|0|0|"'NULL'"|1|"(Topiramato)"|541|2||||
"468"|"467"||"60 comp."|1|6|1|1|"'NULL'"|1|"(Topiramato)"||2||||
"469"|"0"|"ALVIT 40 mg"||1|6|0|0|"'NULL'"|1|"(Trifolium Pratense)"|0|2||||
"470"|"469"||"30 cáps"|1|6|17|1|"'NULL'"|1|"(Trifolium Pratense)"||2||||
"471"|"0"|"AMBILAN BID  875/125  "||1|6|0|0|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"|16|1||||
"472"|"471"||"14 comp."|1|6|1|1|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"||1||||
"473"|"471"||"20 comp."|1|6|1|1|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"||1||||
"474"|"0"|"AMBILAN BID 400/57 jarabe"||1|6|0|0|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"|16|2||||
"475"|"474"||"70 ml"|1|6|35|6|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"||2||||
"476"|"0"|"AMBILAN BID FORTE 800/57  jarabe"||1|6|0|0|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"|16|2||||
"477"|"476"||"90 ml."|1|6|35|6|"'NULL'"|1|"(Acido Clavulanico//Amoxicilina)"||2||||
"478"|"0"|"AMBROXOL ADULTO"||1|6|0|0|"'NULL'"|1|"(Ambroxol)"|46|1||||
"479"|"478"||"100 ml"|1|6|35|6|"'NULL'"|1|"(Ambroxol)"||1||||
"480"|"0"|"AMBROXOL INFANTIL"||1|6|0|0|"'NULL'"|1|"(Ambroxol)"|46|1||||
"481"|"480"||"100 ml"|1|6|35|6|"'NULL'"|1|"(Ambroxol)"||1||||
"482"|"0"|"AMFOTERICINA B  50 mg inyect."||1|6|0|0|"'NULL'"|1|"(Amfotericina B)"|47|4||||
"483"|"482"||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Amfotericina B)"||4||||
